"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"I4914","HJDK_19-20(1)","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.64,22.3,"M","Hadučka Vodenica","","U5a1c1","I2a2a1b2",-6355,-5990,"6355-5990 calBCE (7264±80 BP, OxA-16941, on Burial 20 - skull]","7264±80","OxA-16941,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I2:M438:16638804A->G,I:CTS674:6943522C->T,I:CTS1800:14073053G->A,I:CTS2387:14286853T->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:CTS11540:23156725C->T,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L1197:14974451C->T,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3661:8484606C->A,I:PF3794:21067903C->T,I:Z16987:22243817A->Ghet,I:M258:15023364T->C,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:CTS3076:14646409C->T,I:CTS3517:14986989T->G,I:CTS5946:16567253A->G,I:CTS6497:16939794A->T,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:FGC2416:7642823G->T,I:L41:19048602G->A,I:L772:15615533C->A,I:L847:23154034C->T,I:PF3800:21402723A->G,I:PF3814:21839183A->G,I:PF3817:21939618G->A,I:PF3828:22458430C->Thet,I:PF3836:22525421T->G,I:CTS646:6926038T->A,I:CTS7540:17525137A->G,I:CTS8333:17940414G->A,I:FI3:8485677C->A,I:PF3742:16354708G->A,I:CTS5650:16415916A->G,I:CTS8345:17949402C->G,I:CTS7329:17424807C->T,I:L755:8465165C->T,I2a2a1:CTS9183:18732197A->G,I:CTS5622:16397716C->A,I:PF3670:8984184A->G,I2a2:L368:6931594C->T,I:L751:18394743A->G,I2a2a1b:CTS10100:19255890G->A,I2a2a:P221:8353707C->A,I2a2:L37:17516123T->C,I2a2:L181:19077754G->T,I:PF3675:9516653T->G,I2a2a1b:CTS10057:19232160C->T,I:PF3819:22100087T->C,I:Z16985:13804066G->Chet,I2a2a1b2:Z161:2696497C->G,I:FGC2412:21689728A->Ghet,I:PF3594:4245332T->C,I:YSC0000256.1:9827411G->A"
"I4915","HJDK_21","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.64,22.3,"M","Hadučka Vodenica","","U5b2b","I2a2",-6340,-5990,"6340-5990 calBCE (7260±76 BP, PSUAMS-2360, corrected for Freshwater Reservoir Effect)","7260±76","PSUAMS-2360,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS1800:14073053G->A,I:CTS2193:14214481G->T,I:CTS2514:14337364T->C,I:CTS4209:15479899T->A,I:CTS4273:15536870C->T,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:CTS11540:23156725C->T,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:PF3627.2:6662712C->T,I:PF3640:7681156T->A,I:PF3661:8484606C->A,I:PF3796:21119888G->T,I:PF3833:22485425A->T,I:YSC0000272:22115103G->A,I:Z16987:22243817A->Ghet,I:CTS6231:16751000C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:CTS3076:14646409C->T,I:CTS4340:15595624G->A,I:CTS5946:16567253A->G,I:CTS8742:18172947A->G,I:CTS8876:18257568G->A,I:CTS9860:19104986G->A,I:FGC2416:7642823G->T,I:FGC7049:22459264G->A,I:L41:19048602G->A,I:L847:23154034C->T,I:PF3806:21525069G->A,I:PF3814:21839183A->G,I:PF3815:21841289G->T,I:PF3817:21939618G->A,I:PF3836:22525421T->G,I2:L68:18700150C->T,I:CTS646:6926038T->A,I:CTS4848:15862842C->T,I:CTS7540:17525137A->G,I:FI3:8485677C->A,I:CTS5650:16415916A->G,I:PF3828:22458430C->T,I:CTS7329:17424807C->T,I:CTS8545:18078759T->A,I2a2:P217:7628484C->T,I:CTS4077:15377802G->A,I:CTS9269:18789763C->T,I2a2:L35:22725379C->A,I2a2:L368:6931594C->T,I:PF3803:21452125A->G,I2a2:L37:17516123T->C,I2a2:L181:19077754G->T,I2a2:P218:17493630T->G,I:CTS8064:17818847G->A,I:PF3804:21465033C->A,I:CTS9618:18992894T->C,I2a2:P216:13992338C->G,I:PF3829:22458740A->Ghet,I:FGC2412:21689728A->Ghet"
"I4916","HJDK_31","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.64,22.3,"M","Hadučka Vodenica","","U5b2b","R1b1a(xR1b1a1,xR1b1a1a,xR1b1a1a2)",-7035,-6590,"7035-6590 calBCE (7874±72 BP, PSUAMS-2369, corrected for Freshwater Reservoir Effect)","7874±72","PSUAMS-2369,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","R:F459:18017528G->T,R:L1347:22818334C->T,R:M613:7133986G->C,R1:CTS2565:14366723C->T,R1:CTS5611:16394489T->G,R1:L875:16742224A->G,R1:P245:8633545T->C,R:CTS8311:17930099C->A,R:M651:9889199G->A,R:P280:21843090C->G,R:P285:19267344C->A,R1:P234:21117888T->C,R:P224:17285993C->T,R1b1a:FGC36:13822833G->T,R1:CTS997:7132713G->A,R1:F93:7671535C->T,R1:P294:7570822G->C,R:CTS5815:16491135C->T,R:CTS6417:16882568T->C,R:F33:6701239G->A,R:F63:7177189G->A,R:F295:15594523A->G,R:F652:23631629C->A,R:FGC1168:15667208G->C,R:L1225:22733758C->G,R:M734:18066156C->T,R:M760:21219443A->G,R:P227:21409706G->C,R1:CTS3123:14674176A->C,R1b1a:PF6271:23984056G->A,R1b1:L278:18914441C->T,R1b:M343:2887824C->A,R1:P225:15590342G->T,R1b1a:CTS4764:15803415G->A,R1b1a:A702:10038192G->A,R1b1a:CTS7585:17545608G->T,R1b1:CTS2134:14193384G->A,R1b1:L780:21183643A->G,R1b1:L822:7960019G->A,R1b1:M415:9170545C->A,R1b1:CTS2229:14226692T->A,R1b1a:FGC41:7900883C->A,R1b1:CTS910:7081561C->T,R1b1a:FGC35:18407611C->T,R1b1a:PF6249:8214827C->T,R1b1:PF6250:8439542G->A"
"I4917","HJDK_33","Serbia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",44.64,22.3,"F","Hadučka Vodenica","","U5a1c","",-6220,-5995,"6220-5995 calBCE (7209±57 BP, PSUAMS-2374, corrected for Freshwater Reservoir Effect)","7209±57","PSUAMS-2374,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I4918","SAJE","Serbia","Europe","Balkans","Starcevo","Neolithic","NEBA","",44.49,21.08,"F","Saraorci-Jezava","","K1a4a1","",-6000,-5300,"6000-5300 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam",""
"I4930","P2-4-US8-5","Italy","Europe","southern Europe","Bell Beaker","Copper Age","BBC","",37.73497,12.9619,"F","Pergole 2, Partanna, Sicily","","H1e","",-2500,-1900,"2500-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",9.109119999999999,"bam",""
"I4933","P2-7-US5","Italy","Europe","southern Europe","Bell Beaker","Copper Age","BBC","",37.73497,12.9619,"U","Pergole 2, Partanna, Sicily","","R0a","no_data",-2500,-1900,"2500-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",3.3321300000000003,"bam",""
"I4936","P2-10-US11","Italy","Europe","southern Europe","Bell Beaker","Copper Age","BBC","",37.73497,12.9619,"F","Pergole 2, Partanna, Sicily","","K1a","",-2500,-1900,"2500-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",2.9662599999999997,"bam",""
"I4945","feature 547","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.1217475,14.4569508,"F","Prague 8, Kobylisy, Ke Stírce Street","","H4a1c","",-2291,-2144,"2291-2144 calBCE (3795±20 BP, PSUAMS-2854)","3795±20","PSUAMS-2854","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",273.476,"bam",""
"I4946","Grave 1","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.0504153,14.3667267,"F","Prague 5, Jinonice, Butovická Street","","I4a","",-2296,-2146,"2296-2146 calBCE (3805±20 BP, PSUAMS-2801)","3805±20","PSUAMS-2801","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",396.996,"bam",""
"I4947","Grave 4","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.0504153,14.3667267,"M","Prague 5, Jinonice, Butovická Street","","H17a","no_data",-2500,-2000,"2500-2000 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",602.044,"bam",""
"I4949","DZSWS:C.11a","Great Britain","Europe","British Isles","England_N","Neolithic","NEBI","",51.444969,-1.852606,"M","Nr. Millbarrow, Winterbourne Monkton, Wiltshire, England","","T2b","I",-3629,-3376,"3629-3376 calBCE (4715±20 BP, PSUAMS-2513)","4715±20","PSUAMS-2513","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",177.37,"bam",""
"I4950","DZSWS:C.36","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","",51.289876,-1.807234,"M","Central Flying School, Upavon, Wiltshire, England","","U5a2d1","R1b1a1a2a1a2c1",-2500,-1800,"2500-1800 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",377.94300000000004,"bam",""
"I4951","DZSWS:X133.1","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","2-3d_rel_I5512",51.24,-1.76,"M","Flying School, Netheravon, Wiltshire, England","","K1b1a1","R1b1a1a2a1a",-2500,-1800,"2500-1800 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",301.348,"bam",""
"I5014","Grave 4,RISE556,F0003","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.71100000000001,11.453,"F","Manching-Oberstimm, Bavaria","","V","",-2500,-2000,"2500-2000 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",443.533,"bam",""
"I5015","RISE557,F0158,grave 445","Hungary","Europe","Pannonia","Bell Beaker","Copper Age","BBC","",47.59916,19.05456,"F","Budapest-Békásmegyer","","H1aj","",-2466,-2210,"2466-2210 calBCE (3874±33 BP, DeA-2877)","3874±33","DeA-2877","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",260.717,"bam",""
"I5017","Grave 4,RISE559,F0174","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.33,10.9,"F","Augsburg Sportgelände, Augsburg, Bavaria","","H46","",-2460,-2206,"2460-2206 calBCE (3855±35 BP, Poz-84458)","3855±35","Poz-84458","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0",147.847,"bam",""
"I5019","RISE561","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.6639,13.0736,"F","Künzing-Bruck, Lkr. Deggendorf, Bavaria","","K1b1a1","",-2500,-2000,"2500-2000 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",68.245,"bam",""
"I5020","RISE562,F0228,obj. 136/92 = gr.9","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.663,12.707,"F","Landau an der Isar, Bavaria","","H2a1e","",-2457,-2205,"2457-2205 calBCE (3848±34 BP, Hd-19835)","3848±34","Hd-19835","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0",151.526,"bam",""
"I5021","grave 3,RISE563,F0234,obj. 8","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.691,13.015999999999998,"M","Osterhofen-Altenmarkt, Bavaria","","K1c1","R1b1a1a2",-2571,-2341,"2571-2341 calBCE (3955±35 BP, Poz-84553)","3955±35","Poz-84553","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0",140.806,"bam",""
"I5022","Grave 6,RISE564,F0241,obj. 25","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.691,13.015999999999998,"M","Osterhofen-Altenmarkt, Bavaria","","HV+16311","R1b1a1a2",-2500,-2000,"2500-2000 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0",709.378,"bam",""
"I5023","RISE565","Germany","Europe","central Europe","Bell Beaker","Copper Age","BBC","",48.691,13.015999999999998,"F","Osterhofen-Altenmarkt, Bavaria","","U2e1a1","",-2500,-2000,"2500-2000 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",530.4540000000001,"bam",""
"I5024","RISE566,F0521,A01168,gr. 14","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.118,14.258,"M","Kněževes","","H3","R1b1a1a2a1a",-2278,-2032,"2278-2032 calBCE (3740±35 BP, Poz-84460)","3740±35","Poz-84460","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","1","0",109.648,"bam",""
"I5025","RISE567,F0523,A0766,gr. 8","Czech Republic","Europe","central Europe","Bell Beaker","Copper Age","BBC","",50.118,14.258,"F","Kněževes","","U5b2c","",-2500,-1900,"2500-1900 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0",1116.0,"bam",""
"I5035","RISE577,F0565,gr. 238","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",50.166667,14.316667,"F","Velké Přílepy","","T2b","",-2300,-1900,"2300-1900 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0",283.42900000000003,"bam",""
"I5037","RISE579,F0579,gr. 27","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944,17.023332999999994,"M","Moravska Nova Vés","","K1a+150","R",-2300,-1900,"2300-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",50.1879,"bam",""
"I5042","gr. 8,RISE584,F0591","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944,17.023332999999994,"M","Moravska Nova Vés","","I4a","R1",-2300,-1900,"2300-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",168.649,"bam",""
"I5043","RISE585,F0593,gr. 81","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944,17.023332999999994,"M","Moravska Nova Vés","","U4c1a","G2a2a1a2",-2300,-1900,"2300-1900 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",672.694,"bam",""
"I5044","RISE586,F0597,gr. 6","Czech Republic","Europe","central Europe","Czech_EBA","Bronze Age","EBACz","",48.801944,17.023332999999994,"F","Moravska Nova Vés","","K1b1a","",-2300,-1900,"2300-1900 BCE","","","Allentoft et al. 2015","https://dx.doi.org/10.1038/nature14507","https://www.ebi.ac.uk/ena/data/view/PRJEB9021","0","0",197.623,"bam",""
"I5068","Grave 40","Austria","Europe","central Europe","Linear Pottery","Neolithic","LBK","",48.67,16.58,"M","Kleinhadersdorf Flur Marchleiten","","T2b23","J2",-5500,-4775,"5500-4775 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam","J2:L228:7771358C->T,J:CTS687:6953311A->T,J:CTS1250:7296343G->T,J:CTS5628:16401405C->G,J:CTS7028:17246058T->C,J:CTS7229:17367321C->A,J:F2114:16262942G->A,J:F2817:18695159C->T,J:F3176:21329083T->C,J:L60:14237131C->T,J:L778:23088142T->C,J:PF4513:7759610C->T,J:PF4519:8669451C->G,J:PF4572:17996247A->G,J:PF4595:21858778C->A,J:Z7829:22465433G->C,J:CTS7483:17502703T->A,J:F2769:18552360G->C,J:FGC3271:10038717G->A,J:PF4521:9815201T->C,J:CTS9533:18950820C->A"
"I5069","Grave 55","Austria","Europe","central Europe","Linear Pottery","Neolithic","LBK","",48.67,16.58,"F","Kleinhadersdorf Flur Marchleiten","","N1a1","",-5500,-4775,"5500-4775 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam",""
"I5070","Ind. 58","Austria","Europe","central Europe","Linear Pottery","Neolithic","LBK","",48.58,16.47,"M","Schletz","","K1a1a","C1a2",-5500,-4775,"5500-4775 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam","C1a2:Y11342:7688365C->T,C1a2:Z28835:13200044G->T,C1:CTS6773:17100606C->T,C:CTS2955:14587658T->C,C:CTS6266:16780809G->A,C:CTS7301:17412198T->C,C:CTS10720:22726491C->T,C:CTS11598:23185632A->G,C:F847:6879365C->T,C:F1804:14603298C->T,C:F2678:18030738C->T,C:F3043:19411754G->A,C:F3395:23031841G->A,C:Z3958:7869808C->T,C:Z3974:8585701A->G,C:Z3986:9076205C->T,C:Z4099:22168468A->G,C:Z4139:23388830T->A,C1a2:Y10458:14400573C->A,C1a2:Y11594:21183344G->A,C1a2:Z28838:13670713A->T,C1a:CTS11043:22914979G->T,C1:F3393:23023974C->A,C:CTS3223:14755880C->T,C:CTS4676:15762839A->G,C:CTS9679:19022181A->C,C:CTS11544:23158264C->G,C:F1044:7671399A->G,C:F1288:8537273G->A,C:F1367:8640245C->G,C:F1727:14206892C->T,C:F2253:16757900C->T,C:F2449:17341195G->T,C:F2606:17820514C->T,C:F2869:18843140C->T,C:F2888:18890063C->T,C:F2969:19182853C->G,C:F3319:22575539A->G,C:F3462:23553006C->T,C:F3537:23769373A->G,C:F3712:17957903T->C,C:F3719:22937380C->A,C:Y2798:13865051G->T,C:Y2799:21875538T->C,C:Y6691:15896404A->G,C:Z3977:8673832C->T,C:Z4004:13228027G->T,C:Z4014:13656195T->A,C:Z4073:21566042C->T,C:Z4082:21797986T->A,C:Z4083:21809035G->A,C:Z4093:21994261G->A,C:Z7177:8668533C->T,C1a2:V2185:8531334T->A,C1a2:V2618:14820317A->G,C1a2:V3163:15831202C->T,C1a2:Y10477:21310679T->C,C1a2:Y11346:7952824C->T,C1a2:Y11370:13831985T->A,C1a2:Y11402:16407947G->A,C1a2:Y11474:21771914C->T,C:CTS2377:14281450G->A,C:CTS3151:14685840C->T,C:CTS5813:16490115G->A,C:CTS7930:17748163T->C,C:CTS10083:19246276T->A,C:CTS12472:28588986G->T,C:F1217:8454895T->C,C:F2803:18663706C->G,C:Y4496:8127435A->G,C1a2:V1876:8395859A->C,C1a2:Y11405:16567209G->C,C1a2:Z28837:13667791G->A,C:CTS10442:19457443A->G,C:F1871:14954047C->T,C:F2774:18572332T->C,C:F3388:23020085A->T,C:CTS4032:15344716A->C,C:CTS10271:19361507G->A,C:Z4059:21291275G->A,C:CTS5383:16242575G->A,C:F2446:17328425C->T,C:Y6693:8143636G->A,C:Z4081:21792125G->A,C1a2:M1009:17048894A->T,C1a2:V2268:8564465T->C,C1a2:Y10464:16416958G->A,C1a2:Y11369:9903503G->A,C1a2:Y11390:15679297A->C,C1a2:Y11436:17765047T->A,C1a2:Y11440:17970997C->T,C1a2:Y11456:19077475G->A,C1a2:Y11467:21303462T->A,C1a2:Y11469:21366348T->C,C1a2:Y11472:21688302C->T,C1a2:Z28900:17445937T->C,C:CTS1384:7374464G->A,C:CTS8148:17851862C->T,C:F1307:8560645A->G"
"I5071","KG1","Croatia","Europe","Balkans","Cardial Ware","Neolithic","NEBA","",44.82,13.64,"F","Kargadur","","H5a","",-5670,-5571,"5670-5571 calBCE (6720±20 BP, UCIAMS-174934)","6720±20","UCIAMS-174934","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I5072","KG2","Croatia","Europe","Balkans","Cardial Ware","Neolithic","NEBA","",44.82,13.64,"M","Kargadur","","H7c","G2a2a1",-5641,-5560,"5641-5560 calBCE (6685±20 BP, UCIAMS-174935)","6685±20","UCIAMS-174935","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","G2a:F3088:20813445G->A,G2a:F4086:7727677C->T,G2a:M3393:21493984G->T,G2:CTS10089:19248446G->A,G2:F1239:8482393C->T,G2:F1393:8719593G->A,G2:F3198:21401188G->T,G2:F3220:21637589G->C,G2:F3344:22697266G->A,G2:L89:7978725C->T,G2:M3579:21147058A->G,G2:P287:22072097G->T,G:CTS34:2681740G->A,G:CTS692:6955839A->G,G:CTS1013:7145960C->T,G:CTS2357:14273557C->T,G:CTS4761:15802681C->T,G:CTS9011:18615020A->T,G:CTS10026:19215139A->T,G:CTS10723:22730922C->G,G:CTS11228:23023554C->A,G:CTS11331:23074190A->G,G:CTS11529:23151673T->C,G:CTS11911:23346582A->C,G:CTS13035:28783924C->A,G:F1383:8700380C->T,G:F1551:9448354A->G,G:L116:14989721C->G,G:L522:17533325A->C,G:M3450:6931141C->G,G:M3472:7899682T->C,G:M3473:7927218C->T,G:M3479:8231862G->C,G:M3480:8327892T->A,G:M3482:8454233G->A,G:M3485:8563874C->T,G:M3628:23793740C->A,G:PF2918:13679469G->A,G:PF2952:14577177G->A,G:PF3134:15275200C->G,G:Z3262:13676268G->A,G2:CTS4264:15528792T->C,G2:CTS6742:17088129G->C,G2:F1647:9907842G->T,G2:F2319:16903051A->T,G2:F3226:21663882C->A,G2:M3465:7571775G->T,G2:PF2909:13205148A->G,G:CTS373:6716150T->C,G:CTS995:7132348G->C,G:CTS1612:13987230A->G,G:CTS2016.1:14155765G->A,G:CTS2125:14190447A->G,G:CTS4101:15397649A->G,G:CTS5317:16203361G->C,G:CTS5504:16325291T->C,G:CTS5640:16408569G->A,G:CTS6483:16929270C->T,G:CTS10721:22729194C->T,G:CTS11294:23059496G->A,G:M3266:8422993T->A,G:M3274:8865637G->A,G:M3464:7537950C->T,G:M3481:8387539G->A,G:M3585:21412501G->A,G:Page94:2846401C->T,G:PF2956:14993358A->G,G:U12:14639427A->C,G2a:F1980:15660640C->T,G:CTS9707:19030998C->A,G:CTS12654:28658660G->T,G:M3487:8602816G->C,G:M3595:21671839C->T,G2a2a1:PF3170:18090604G->A,G2a2a:PF3147:7738069G->A,G2a2a:PF3159:14815695C->G,G2a2a:PF3168:17572142T->C,G2a2a:PF3181:21808944C->A,G2a2a:PF3184:22576860C->T,G:CTS827:7038432C->G,G2a2a:PF3149:7943188A->G,G2a2a:Z6178:7245721G->A,G2a2a1:S15710:14254785T->G,G:CTS10393:19434150G->T,G:M3248:7565637G->A,G2a2a:PF3166:16735582T->G,G:CTS2174:14207268T->C,G:CTS8717:18162022T->C,G2a2a:PF3180:21600446A->T,G2a2a:Z6281:15393669A->C,G2a:CTS211:2812741C->T"
"I5076","MCI.228","Portugal","Europe","Iberia","SW_Iberia_CA","Copper Age","CAIB","",37.196772,-8.588546000000001,"F","Monte Canelas 1, Alcalar, Faro","","H1","",-3335,-3026,"3335–3026 cal BCE (4465±25 BP, PSUAMS-3902)","4465±25","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",201.0,"bam",""
